Region,Technology,Data Type,Year,Electricity statistics
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2013,395527.76
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2014,423306.5
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2015,442495.21
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2016,454865.37
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2017,466418.58
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2018,478698.71
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2019,489460.26
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2020,503740.77
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2021,522653.97
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2022,539320.81
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2023,543809.77
Asia,Marine energy,Electricity Generation (GWh),2000,7.38
Asia,Marine energy,Electricity Generation (GWh),2001,7.38
Asia,Marine energy,Electricity Generation (GWh),2002,7.38
Asia,Marine energy,Electricity Generation (GWh),2003,7.38
Asia,Marine energy,Electricity Generation (GWh),2004,7.38
Asia,Marine energy,Electricity Generation (GWh),2005,7.38
Asia,Marine energy,Electricity Generation (GWh),2006,7.38
Asia,Marine energy,Electricity Generation (GWh),2007,7.38
Asia,Marine energy,Electricity Generation (GWh),2008,7.38
Asia,Marine energy,Electricity Generation (GWh),2009,7.38
Asia,Marine energy,Electricity Generation (GWh),2010,7.38
Asia,Marine energy,Electricity Generation (GWh),2011,7.38
Asia,Marine energy,Electricity Generation (GWh),2012,7.38
Asia,Marine energy,Electricity Generation (GWh),2013,491.38
Asia,Marine energy,Electricity Generation (GWh),2014,499.38
Asia,Marine energy,Electricity Generation (GWh),2015,503.38
Asia,Marine energy,Electricity Generation (GWh),2016,503.38
Asia,Marine energy,Electricity Generation (GWh),2017,496.38
Asia,Marine energy,Electricity Generation (GWh),2018,492.38
Asia,Marine energy,Electricity Generation (GWh),2019,481.38
Asia,Marine energy,Electricity Generation (GWh),2020,464.38
Asia,Marine energy,Electricity Generation (GWh),2021,462.38
Asia,Marine energy,Electricity Generation (GWh),2022,431.38
Asia,Marine energy,Electricity Generation (GWh),2023,-
Asia,Marine energy,Electricity Installed Capacity (MW),2000,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2001,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2002,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2003,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2004,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2005,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2006,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2007,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2008,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2009,3.85
Asia,Marine energy,Electricity Installed Capacity (MW),2010,5.55
Asia,Marine energy,Electricity Installed Capacity (MW),2011,4.55
Asia,Marine energy,Electricity Installed Capacity (MW),2012,4.55
Asia,Marine energy,Electricity Installed Capacity (MW),2013,259.55
Asia,Marine energy,Electricity Installed Capacity (MW),2014,259.57
Asia,Marine energy,Electricity Installed Capacity (MW),2015,259.77
Asia,Marine energy,Electricity Installed Capacity (MW),2016,259.77
Asia,Marine energy,Electricity Installed Capacity (MW),2017,259.77
Asia,Marine energy,Electricity Installed Capacity (MW),2018,259.77
Asia,Marine energy,Electricity Installed Capacity (MW),2019,260.77
Asia,Marine energy,Electricity Installed Capacity (MW),2020,261.27
Asia,Marine energy,Electricity Installed Capacity (MW),2021,261.27
Asia,Marine energy,Electricity Installed Capacity (MW),2022,261.27
Asia,Marine energy,Electricity Installed Capacity (MW),2023,260.85
Asia,Bioenergy,Electricity Generation (GWh),2000,27562.18
Asia,Bioenergy,Electricity Generation (GWh),2001,27533.71
Asia,Bioenergy,Electricity Generation (GWh),2002,30056.11
Asia,Bioenergy,Electricity Generation (GWh),2003,33263.2
Asia,Bioenergy,Electricity Generation (GWh),2004,34919.9
Asia,Bioenergy,Electricity Generation (GWh),2005,41187.13
Asia,Bioenergy,Electricity Generation (GWh),2006,43867.93
Asia,Bioenergy,Electricity Generation (GWh),2007,52771.73
Asia,Bioenergy,Electricity Generation (GWh),2008,59529.48
Asia,Bioenergy,Electricity Generation (GWh),2009,64357.03
Asia,Bioenergy,Electricity Generation (GWh),2010,71798.81
Asia,Bioenergy,Electricity Generation (GWh),2011,77869.1
Asia,Bioenergy,Electricity Generation (GWh),2012,89427.88
Asia,Bioenergy,Electricity Generation (GWh),2013,95089.83
Asia,Bioenergy,Electricity Generation (GWh),2014,107075.15
Asia,Bioenergy,Electricity Generation (GWh),2015,117971.73
Asia,Bioenergy,Electricity Generation (GWh),2016,124851.88
Asia,Bioenergy,Electricity Generation (GWh),2017,140769.62
Asia,Bioenergy,Electricity Generation (GWh),2018,157878.95
Asia,Bioenergy,Electricity Generation (GWh),2019,182488.73
Asia,Bioenergy,Electricity Generation (GWh),2020,199415.53
Asia,Bioenergy,Electricity Generation (GWh),2021,231628.33
Asia,Bioenergy,Electricity Generation (GWh),2022,256389.81
Asia,Bioenergy,Electricity Generation (GWh),2023,-
Asia,Bioenergy,Electricity Installed Capacity (MW),2000,5151.84
Asia,Bioenergy,Electricity Installed Capacity (MW),2001,5343.36
Asia,Bioenergy,Electricity Installed Capacity (MW),2002,5973.06
Asia,Bioenergy,Electricity Installed Capacity (MW),2003,6280.83
Asia,Bioenergy,Electricity Installed Capacity (MW),2004,6745.85
Asia,Bioenergy,Electricity Installed Capacity (MW),2005,7551.08
Asia,Bioenergy,Electricity Installed Capacity (MW),2006,8973.87
Asia,Bioenergy,Electricity Installed Capacity (MW),2007,10295.48
Asia,Bioenergy,Electricity Installed Capacity (MW),2008,11541.51
Asia,Bioenergy,Electricity Installed Capacity (MW),2009,14002.16
Asia,Bioenergy,Electricity Installed Capacity (MW),2010,13829.17
Asia,Bioenergy,Electricity Installed Capacity (MW),2011,15283.74
Asia,Bioenergy,Electricity Installed Capacity (MW),2012,15742.09
Asia,Bioenergy,Electricity Installed Capacity (MW),2013,17997.67
Asia,Bioenergy,Electricity Installed Capacity (MW),2014,20720.63
Asia,Bioenergy,Electricity Installed Capacity (MW),2015,23521.77
Asia,Bioenergy,Electricity Installed Capacity (MW),2016,29853.65
Asia,Bioenergy,Electricity Installed Capacity (MW),2017,33181.3
Asia,Bioenergy,Electricity Installed Capacity (MW),2018,37031.81
Asia,Bioenergy,Electricity Installed Capacity (MW),2019,41942.55
Asia,Bioenergy,Electricity Installed Capacity (MW),2020,48670.39
Asia,Bioenergy,Electricity Installed Capacity (MW),2021,54607.93
Asia,Bioenergy,Electricity Installed Capacity (MW),2022,58729.4
Asia,Bioenergy,Electricity Installed Capacity (MW),2023,62067.7
Asia,Geothermal energy,Electricity Generation (GWh),2000,20367.5
Asia,Geothermal energy,Electricity Generation (GWh),2001,19933
Asia,Geothermal energy,Electricity Generation (GWh),2002,20085.43
Asia,Geothermal energy,Electricity Generation (GWh),2003,19319.56
Asia,Geothermal energy,Electricity Generation (GWh),2004,20044.31
Asia,Geothermal energy,Electricity Generation (GWh),2005,19827.4
Asia,Geothermal energy,Electricity Generation (GWh),2006,20299.5
Asia,Geothermal energy,Electricity Generation (GWh),2007,20374.03
Asia,Geothermal energy,Electricity Generation (GWh),2008,21876.58
Asia,Geothermal energy,Electricity Generation (GWh),2009,22599.75
Asia,Geothermal energy,Electricity Generation (GWh),2010,22059.29
Asia,Geothermal energy,Electricity Generation (GWh),2011,22130.65
Asia,Geothermal energy,Electricity Generation (GWh),2012,22416.36
Asia,Geothermal energy,Electricity Generation (GWh),2013,21766.35
Asia,Geothermal energy,Electricity Generation (GWh),2014,23111.05
Asia,Geothermal energy,Electricity Generation (GWh),2015,23831.54
Asia,Geothermal energy,Electricity Generation (GWh),2016,24372.3
Asia,Geothermal energy,Electricity Generation (GWh),2017,25636.13
Asia,Geothermal energy,Electricity Generation (GWh),2018,27123.3
Asia,Geothermal energy,Electricity Generation (GWh),2019,27782.55
Asia,Geothermal energy,Electricity Generation (GWh),2020,29456.41
Asia,Geothermal energy,Electricity Generation (GWh),2021,29067.95
Asia,Geothermal energy,Electricity Generation (GWh),2022,30226.99
Asia,Geothermal energy,Electricity Generation (GWh),2023,-
Asia,Geothermal energy,Electricity Installed Capacity (MW),2000,2926.65
Asia,Geothermal energy,Electricity Installed Capacity (MW),2001,3186.65
Asia,Geothermal energy,Electricity Installed Capacity (MW),2002,3186.65
Asia,Geothermal energy,Electricity Installed Capacity (MW),2003,3208.65
Asia,Geothermal energy,Electricity Installed Capacity (MW),2004,3223.65
Asia,Geothermal energy,Electricity Installed Capacity (MW),2005,3253.65
Asia,Geothermal energy,Electricity Installed Capacity (MW),2006,3250.65
Asia,Geothermal energy,Electricity Installed Capacity (MW),2007,3380.65
Asia,Geothermal energy,Electricity Installed Capacity (MW),2008,3455.75
Asia,Geothermal energy,Electricity Installed Capacity (MW),2009,3595.75
Asia,Geothermal energy,Electricity Installed Capacity (MW),2010,3597.05
Asia,Geothermal energy,Electricity Installed Capacity (MW),2011,3636.15
Asia,Geothermal energy,Electricity Installed Capacity (MW),2012,3721.15
Asia,Geothermal energy,Electricity Installed Capacity (MW),2013,3728.45
Asia,Geothermal energy,Electricity Installed Capacity (MW),2014,3853.85
Asia,Geothermal energy,Electricity Installed Capacity (MW),2015,3896.45
Asia,Geothermal energy,Electricity Installed Capacity (MW),2016,4001.45
Asia,Geothermal energy,Electricity Installed Capacity (MW),2017,4221.45
Asia,Geothermal energy,Electricity Installed Capacity (MW),2018,4375.48
Asia,Geothermal energy,Electricity Installed Capacity (MW),2019,4566.15
Asia,Geothermal energy,Electricity Installed Capacity (MW),2020,4572.15
Asia,Geothermal energy,Electricity Installed Capacity (MW),2021,4731.7
Asia,Geothermal energy,Electricity Installed Capacity (MW),2022,4760.78
Asia,Geothermal energy,Electricity Installed Capacity (MW),2023,5010.65
Asia,Total non-renewable,Electricity Generation (GWh),2000,3566956.06
Asia,Total non-renewable,Electricity Generation (GWh),2001,3686657.05
Asia,Total non-renewable,Electricity Generation (GWh),2002,3951168.49
Asia,Total non-renewable,Electricity Generation (GWh),2003,4275020.08
Asia,Total non-renewable,Electricity Generation (GWh),2004,4635786.37
Asia,Total non-renewable,Electricity Generation (GWh),2005,4998639.68
Asia,Total non-renewable,Electricity Generation (GWh),2006,5399276.1
Asia,Total non-renewable,Electricity Generation (GWh),2007,5894117.41
Asia,Total non-renewable,Electricity Generation (GWh),2008,5999932.39
Asia,Total non-renewable,Electricity Generation (GWh),2009,6243749.51
Asia,Total non-renewable,Electricity Generation (GWh),2010,6855973.85
Asia,Total non-renewable,Electricity Generation (GWh),2011,7423362.15
Asia,Total non-renewable,Electricity Generation (GWh),2012,7602586.81
Asia,Total non-renewable,Electricity Generation (GWh),2013,8046978.07
Asia,Total non-renewable,Electricity Generation (GWh),2014,8142379.26
Asia,Total non-renewable,Electricity Generation (GWh),2015,8302619.19
Asia,Total non-renewable,Electricity Generation (GWh),2016,8637322.64
Asia,Total non-renewable,Electricity Generation (GWh),2017,9053912.58
Asia,Total non-renewable,Electricity Generation (GWh),2018,9578224.32
Asia,Total non-renewable,Electricity Generation (GWh),2019,9798436.9
Asia,Total non-renewable,Electricity Generation (GWh),2020,9839948.69
Asia,Total non-renewable,Electricity Generation (GWh),2021,10448119.4
Asia,Total non-renewable,Electricity Generation (GWh),2022,10585051.1
Asia,Total non-renewable,Electricity Generation (GWh),2023,-
Asia,Total non-renewable,Electricity Installed Capacity (MW),2000,807335.23
Asia,Total non-renewable,Electricity Installed Capacity (MW),2001,821148.99
Asia,Total non-renewable,Electricity Installed Capacity (MW),2002,853377.92
Asia,Total non-renewable,Electricity Installed Capacity (MW),2003,893594.98
Asia,Total non-renewable,Electricity Installed Capacity (MW),2004,953265.97
Asia,Total non-renewable,Electricity Installed Capacity (MW),2005,1029371.56
Asia,Total non-renewable,Electricity Installed Capacity (MW),2006,1137423.02
Asia,Total non-renewable,Electricity Installed Capacity (MW),2007,1229641.85
Asia,Total non-renewable,Electricity Installed Capacity (MW),2008,1293133.97
Asia,Total non-renewable,Electricity Installed Capacity (MW),2009,1370096.75
Asia,Total non-renewable,Electricity Installed Capacity (MW),2010,1462046.62
Asia,Total non-renewable,Electricity Installed Capacity (MW),2011,1563908.22
Asia,Total non-renewable,Electricity Installed Capacity (MW),2012,1649240
Asia,Total non-renewable,Electricity Installed Capacity (MW),2013,1732974.96
Asia,Total non-renewable,Electricity Installed Capacity (MW),2014,1825706.76
Asia,Total non-renewable,Electricity Installed Capacity (MW),2015,1936913.25
Asia,Total non-renewable,Electricity Installed Capacity (MW),2016,2029178.37
Asia,Total non-renewable,Electricity Installed Capacity (MW),2017,2112931.91
Asia,Total non-renewable,Electricity Installed Capacity (MW),2018,2213320.83
Asia,Total non-renewable,Electricity Installed Capacity (MW),2019,2279147.14
Asia,Total non-renewable,Electricity Installed Capacity (MW),2020,2346508.32
Asia,Total non-renewable,Electricity Installed Capacity (MW),2021,2410353.22
Asia,Total non-renewable,Electricity Installed Capacity (MW),2022,2480599.05
Asia,Total non-renewable,Electricity Installed Capacity (MW),2023,2554117.63
Asia,Pumped storage,Electricity Generation (GWh),2000,23238.35
Asia,Pumped storage,Electricity Generation (GWh),2001,23200.95
Asia,Pumped storage,Electricity Generation (GWh),2002,21196.15
Asia,Pumped storage,Electricity Generation (GWh),2003,19897.05
Asia,Pumped storage,Electricity Generation (GWh),2004,20706.05
Asia,Pumped storage,Electricity Generation (GWh),2005,22356.86
Asia,Pumped storage,Electricity Generation (GWh),2006,22771.67
Asia,Pumped storage,Electricity Generation (GWh),2007,26814.24
Asia,Pumped storage,Electricity Generation (GWh),2008,23829.92
Asia,Pumped storage,Electricity Generation (GWh),2009,24616.42
Asia,Pumped storage,Electricity Generation (GWh),2010,29676.6
Asia,Pumped storage,Electricity Generation (GWh),2011,29506.3
Asia,Pumped storage,Electricity Generation (GWh),2012,28897.5
Asia,Pumped storage,Electricity Generation (GWh),2013,29418.9
Asia,Pumped storage,Electricity Generation (GWh),2014,30926.2
Asia,Pumped storage,Electricity Generation (GWh),2015,32776.6
Asia,Pumped storage,Electricity Generation (GWh),2016,50227.3
Asia,Pumped storage,Electricity Generation (GWh),2017,53765.3
Asia,Pumped storage,Electricity Generation (GWh),2018,53745.4
Asia,Pumped storage,Electricity Generation (GWh),2019,52410.7
Asia,Pumped storage,Electricity Generation (GWh),2020,54555.5
Asia,Pumped storage,Electricity Generation (GWh),2021,61484.6
Asia,Pumped storage,Electricity Generation (GWh),2022,70064.8
Asia,Pumped storage,Electricity Generation (GWh),2023,-
Asia,Pumped storage,Electricity Installed Capacity (MW),2000,35378.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2001,30931.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2002,31912.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2003,32212.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2004,32612.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2005,34482.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2006,37082.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2007,40607.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2008,42562.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2009,46032.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2010,49262.6
Asia,Pumped storage,Electricity Installed Capacity (MW),2011,52415.1
Asia,Pumped storage,Electricity Installed Capacity (MW),2012,54835.18
Asia,Pumped storage,Electricity Installed Capacity (MW),2013,56035.18
Asia,Pumped storage,Electricity Installed Capacity (MW),2014,57217.68
Asia,Pumped storage,Electricity Installed Capacity (MW),2015,58337.68
Asia,Pumped storage,Electricity Installed Capacity (MW),2016,61970.68
Asia,Pumped storage,Electricity Installed Capacity (MW),2017,64670.68
Asia,Pumped storage,Electricity Installed Capacity (MW),2018,65270.68
Asia,Pumped storage,Electricity Installed Capacity (MW),2019,65570.68
Asia,Pumped storage,Electricity Installed Capacity (MW),2020,66770.68
Asia,Pumped storage,Electricity Installed Capacity (MW),2021,71670.68
Asia,Pumped storage,Electricity Installed Capacity (MW),2022,81070.68
Asia,Pumped storage,Electricity Installed Capacity (MW),2023,86220.68
Asia,Fossil fuels,Electricity Generation (GWh),2000,3017975.56
Asia,Fossil fuels,Electricity Generation (GWh),2001,3137339.7
Asia,Fossil fuels,Electricity Generation (GWh),2002,3407827.69
Asia,Fossil fuels,Electricity Generation (GWh),2003,3759401.93
Asia,Fossil fuels,Electricity Generation (GWh),2004,4069680.42
Asia,Fossil fuels,Electricity Generation (GWh),2005,4389034.59
Asia,Fossil fuels,Electricity Generation (GWh),2006,4785768.36
Asia,Fossil fuels,Electricity Generation (GWh),2007,5312866.53
Asia,Fossil fuels,Electricity Generation (GWh),2008,5414432.81
Asia,Fossil fuels,Electricity Generation (GWh),2009,5634267.76
Asia,Fossil fuels,Electricity Generation (GWh),2010,6212305.03
Asia,Fossil fuels,Electricity Generation (GWh),2011,6937404.09
Asia,Fossil fuels,Electricity Generation (GWh),2012,7192783.95
Asia,Fossil fuels,Electricity Generation (GWh),2013,7635216.37
Asia,Fossil fuels,Electricity Generation (GWh),2014,7695615.39
Asia,Fossil fuels,Electricity Generation (GWh),2015,7800537.63
Asia,Fossil fuels,Electricity Generation (GWh),2016,8062468.25
Asia,Fossil fuels,Electricity Generation (GWh),2017,8439981.53
Asia,Fossil fuels,Electricity Generation (GWh),2018,8890281.02
Asia,Fossil fuels,Electricity Generation (GWh),2019,9033821.72
Asia,Fossil fuels,Electricity Generation (GWh),2020,9055097.29
Asia,Fossil fuels,Electricity Generation (GWh),2021,9571214.27
Asia,Fossil fuels,Electricity Generation (GWh),2022,9672703.15
Asia,Fossil fuels,Electricity Generation (GWh),2023,-
Asia,Fossil fuels,Electricity Installed Capacity (MW),2000,701396.5
Asia,Fossil fuels,Electricity Installed Capacity (MW),2001,719065.69
Asia,Fossil fuels,Electricity Installed Capacity (MW),2002,745691.71
Asia,Fossil fuels,Electricity Installed Capacity (MW),2003,785052.28
Asia,Fossil fuels,Electricity Installed Capacity (MW),2004,841168.06
Asia,Fossil fuels,Electricity Installed Capacity (MW),2005,911163.19
Asia,Fossil fuels,Electricity Installed Capacity (MW),2006,1015638.4
Asia,Fossil fuels,Electricity Installed Capacity (MW),2007,1101965.24
Asia,Fossil fuels,Electricity Installed Capacity (MW),2008,1164993.55
Asia,Fossil fuels,Electricity Installed Capacity (MW),2009,1237146.44
Asia,Fossil fuels,Electricity Installed Capacity (MW),2010,1322589.21
Asia,Fossil fuels,Electricity Installed Capacity (MW),2011,1417934.25
Asia,Fossil fuels,Electricity Installed Capacity (MW),2012,1501363.61
Asia,Fossil fuels,Electricity Installed Capacity (MW),2013,1583141.13
Asia,Fossil fuels,Electricity Installed Capacity (MW),2014,1667966.92
Asia,Fossil fuels,Electricity Installed Capacity (MW),2015,1771599.07
Asia,Fossil fuels,Electricity Installed Capacity (MW),2016,1852359.56
Asia,Fossil fuels,Electricity Installed Capacity (MW),2017,1931930.42
Asia,Fossil fuels,Electricity Installed Capacity (MW),2018,2024092.64
Asia,Fossil fuels,Electricity Installed Capacity (MW),2019,2088225.54
Asia,Fossil fuels,Electricity Installed Capacity (MW),2020,2151311.78
Asia,Fossil fuels,Electricity Installed Capacity (MW),2021,2202502.69
Asia,Fossil fuels,Electricity Installed Capacity (MW),2022,2257751.11
Asia,Fossil fuels,Electricity Installed Capacity (MW),2023,2324014.38
Asia,Nuclear,Electricity Generation (GWh),2000,504358
Asia,Nuclear,Electricity Generation (GWh),2001,504392.25
Asia,Nuclear,Electricity Generation (GWh),2002,500133.65
Asia,Nuclear,Electricity Generation (GWh),2003,472607.1
Asia,Nuclear,Electricity Generation (GWh),2004,522781.85
Asia,Nuclear,Electricity Generation (GWh),2005,564102.75
Asia,Nuclear,Electricity Generation (GWh),2006,566775
Asia,Nuclear,Electricity Generation (GWh),2007,530247.45
Asia,Nuclear,Electricity Generation (GWh),2008,536911.4
Asia,Nuclear,Electricity Generation (GWh),2009,557153.46
Asia,Nuclear,Electricity Generation (GWh),2010,575964.13
Asia,Nuclear,Electricity Generation (GWh),2011,416909.44
Asia,Nuclear,Electricity Generation (GWh),2012,341036.15
Asia,Nuclear,Electricity Generation (GWh),2013,338981.43
Asia,Nuclear,Electricity Generation (GWh),2014,371072.73
Asia,Nuclear,Electricity Generation (GWh),2015,422706.16
Asia,Nuclear,Electricity Generation (GWh),2016,467804.08
Asia,Nuclear,Electricity Generation (GWh),2017,497578.43
Asia,Nuclear,Electricity Generation (GWh),2018,567834.54
Asia,Nuclear,Electricity Generation (GWh),2019,639887.96
Asia,Nuclear,Electricity Generation (GWh),2020,652779.31
Asia,Nuclear,Electricity Generation (GWh),2021,722930.23
Asia,Nuclear,Electricity Generation (GWh),2022,741711.6
Asia,Nuclear,Electricity Generation (GWh),2023,-
Asia,Nuclear,Electricity Installed Capacity (MW),2000,69708
Asia,Nuclear,Electricity Installed Capacity (MW),2001,70227
Asia,Nuclear,Electricity Installed Capacity (MW),2002,74857
Asia,Nuclear,Electricity Installed Capacity (MW),2003,75420
Asia,Nuclear,Electricity Installed Capacity (MW),2004,78500
Asia,Nuclear,Electricity Installed Capacity (MW),2005,82682
Asia,Nuclear,Electricity Installed Capacity (MW),2006,83649
Asia,Nuclear,Electricity Installed Capacity (MW),2007,85989
Asia,Nuclear,Electricity Installed Capacity (MW),2008,84455.2
Asia,Nuclear,Electricity Installed Capacity (MW),2009,85807.2
Asia,Nuclear,Electricity Installed Capacity (MW),2010,87886
Asia,Nuclear,Electricity Installed Capacity (MW),2011,90957
Asia,Nuclear,Electricity Installed Capacity (MW),2012,90145.2
Asia,Nuclear,Electricity Installed Capacity (MW),2013,90351
Asia,Nuclear,Electricity Installed Capacity (MW),2014,96771
Asia,Nuclear,Electricity Installed Capacity (MW),2015,102645
Asia,Nuclear,Electricity Installed Capacity (MW),2016,109914
Asia,Nuclear,Electricity Installed Capacity (MW),2017,110546.24
Asia,Nuclear,Electricity Installed Capacity (MW),2018,116982
Asia,Nuclear,Electricity Installed Capacity (MW),2019,116867
Asia,Nuclear,Electricity Installed Capacity (MW),2020,118017
Asia,Nuclear,Electricity Installed Capacity (MW),2021,122532
Asia,Nuclear,Electricity Installed Capacity (MW),2022,126550
Asia,Nuclear,Electricity Installed Capacity (MW),2023,127665
Asia,Other non-renewable energy,Electricity Generation (GWh),2000,21384.15
Asia,Other non-renewable energy,Electricity Generation (GWh),2001,21724.15
Asia,Other non-renewable energy,Electricity Generation (GWh),2002,22011
Asia,Other non-renewable energy,Electricity Generation (GWh),2003,23114
Asia,Other non-renewable energy,Electricity Generation (GWh),2004,22618.05
Asia,Other non-renewable energy,Electricity Generation (GWh),2005,23145.48
Asia,Other non-renewable energy,Electricity Generation (GWh),2006,23961.07
Asia,Other non-renewable energy,Electricity Generation (GWh),2007,24189.19
Asia,Other non-renewable energy,Electricity Generation (GWh),2008,24758.26
Asia,Other non-renewable energy,Electricity Generation (GWh),2009,27711.87
Asia,Other non-renewable energy,Electricity Generation (GWh),2010,38028.09
Asia,Other non-renewable energy,Electricity Generation (GWh),2011,39542.32
Asia,Other non-renewable energy,Electricity Generation (GWh),2012,39869.21
Asia,Other non-renewable energy,Electricity Generation (GWh),2013,43361.37
Asia,Other non-renewable energy,Electricity Generation (GWh),2014,44764.95
Asia,Other non-renewable energy,Electricity Generation (GWh),2015,46598.8
Asia,Other non-renewable energy,Electricity Generation (GWh),2016,56823.01
Asia,Other non-renewable energy,Electricity Generation (GWh),2017,62587.32
Asia,Other non-renewable energy,Electricity Generation (GWh),2018,66363.37
Asia,Other non-renewable energy,Electricity Generation (GWh),2019,72316.52
Asia,Other non-renewable energy,Electricity Generation (GWh),2020,77516.59
Asia,Other non-renewable energy,Electricity Generation (GWh),2021,92490.31
Asia,Other non-renewable energy,Electricity Generation (GWh),2022,100571.55
Asia,Other non-renewable energy,Electricity Generation (GWh),2023,-
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2000,852.13
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2001,924.7
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2002,916.61
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2003,910.11
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2004,985.31
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2005,1043.77
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2006,1053.02
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2007,1080.01
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2008,1122.62
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2009,1110.51
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2010,2308.81
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2011,2601.87
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2012,2896.01
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2013,3447.65
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2014,3751.16
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2015,4331.5
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2016,4934.13
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2017,5784.56
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2018,6975.51
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2019,8483.92
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2020,10408.85
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2021,13647.85
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2022,15227.26
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2023,16217.57
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2000,21577.3
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2001,19827.5
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2002,21317.04
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2003,22066.26
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2004,24852.83
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2005,26031.7
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2006,26377.65
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2007,27094.88
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2008,28515.91
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2009,27715.78
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2010,30832.76
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2011,30758.09
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2012,34351.44
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2013,35590.32
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2014,35593.39
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2015,38584.94
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2016,41119.23
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2017,46415.55
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2018,46699.99
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2019,45558.65
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2020,50593.95
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2021,56007.45
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2022,56746.32
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2023,-
